iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.208452023292,0.212361403954,0.210611948485,0.484035326087,0.467391304348,0.483170466884,0.271462829736,0.260377358491,0.265432098765,0.19659541
10,0.207465451287,0.211177437113,0.209356136275,0.484375,0.463315217391,0.484256243214,0.274378585086,0.258911819887,0.263565891473,1.805922279
20,0.206549222207,0.210109995648,0.208635382202,0.485054347826,0.464673913043,0.480998914224,0.275334608031,0.259398496241,0.260061919505,3.425833657
30,0.204535749046,0.208174667635,0.206568264296,0.490828804348,0.470108695652,0.485342019544,0.284486873508,0.266917293233,0.270769230769,5.093166418
