mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__C,param_SVM__class_weight,param_SVM__decision_function_shape,param_SVM__gamma,param_SVM__max_iter,param_SVM__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.6497007369995118,0.08208501607272302,0.22219858169555665,0.0029939039761719996,0.001,balanced,ovo,0.017543859649122806,-1,1e-08,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.017543859649122806, 'SVM__max_iter': -1, 'SVM__tol': 1e-08}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.2998752849492583e-17,3581,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.4999999999999999,5.551115123125783e-17
1.7583961009979248,0.04673430092030126,0.23739919662475586,0.008387278225514874,0.001,balanced,ovo,0.017543859649122806,-1,0.01000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.017543859649122806, 'SVM__max_iter': -1, 'SVM__tol': 0.01000001}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.2998752849492583e-17,3581,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.4999999999999999,5.551115123125783e-17
1.9930987358093262,0.1766976640128605,0.2614010810852051,0.02779281256770458,0.001,balanced,ovo,0.017543859649122806,-1,0.020000010000000002,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.017543859649122806, 'SVM__max_iter': -1, 'SVM__tol': 0.020000010000000002}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.2998752849492583e-17,3581,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.4999999999999999,5.551115123125783e-17
1.6506994724273683,0.21386828283702955,0.22720069885253907,0.013462153546723593,0.001,balanced,ovo,0.017543859649122806,-1,0.03000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.017543859649122806, 'SVM__max_iter': -1, 'SVM__tol': 0.03000001}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.2998752849492583e-17,3581,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.4999999999999999,5.551115123125783e-17
1.8933984279632567,0.10804186196402256,0.312701416015625,0.05652136577382935,0.001,balanced,ovo,0.017543859649122806,-1,0.04000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.017543859649122806, 'SVM__max_iter': -1, 'SVM__tol': 0.04000001}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.2998752849492583e-17,3581,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.4999999999999999,5.551115123125783e-17
1.8189003467559814,0.16973246795901534,0.25970096588134767,0.04930269845150608,0.001,balanced,ovo,0.017543859649122806,-1,0.050000010000000004,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.017543859649122806, 'SVM__max_iter': -1, 'SVM__tol': 0.050000010000000004}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.2998752849492583e-17,3581,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.4999999999999999,5.551115123125783e-17
1.8933023929595947,0.14238559682049023,0.32089805603027344,0.09430958347532502,0.001,balanced,ovo,0.017543859649122806,-1,0.06000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.017543859649122806, 'SVM__max_iter': -1, 'SVM__tol': 0.06000001}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.2998752849492583e-17,3581,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.4999999999999999,5.551115123125783e-17
2.0917967796325683,0.34833710455318856,0.24990153312683105,0.029480891968792552,0.001,balanced,ovo,0.017543859649122806,-1,0.07000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.017543859649122806, 'SVM__max_iter': -1, 'SVM__tol': 0.07000001}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.2998752849492583e-17,3581,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.4999999999999999,5.551115123125783e-17
2.177899932861328,0.31914411110342483,0.26040067672729494,0.02812050414457406,0.001,balanced,ovo,0.017543859649122806,-1,0.08000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.017543859649122806, 'SVM__max_iter': -1, 'SVM__tol': 0.08000001}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.2998752849492583e-17,3581,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.4999999999999999,5.551115123125783e-17
1.7285990715026855,0.15545623232917719,0.2605030059814453,0.045770448279284316,0.001,balanced,ovo,0.017543859649122806,-1,0.09000000999999999,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.017543859649122806, 'SVM__max_iter': -1, 'SVM__tol': 0.09000000999999999}",0.5,0.5,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.5,4.2998752849492583e-17,3581,0.49999999999999983,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.49999999999999983,0.4999999999999999,5.551115123125783e-17
