,train,test
0.1,0.009990003399616398,0.07022452920009528
0.2,0.02962444439999672,0.09118001659990113
0.3,0.0585972524000681,0.10825043600034405
0.4,0.09946962799967878,0.11569715119985631
0.5,0.15223790400032158,0.11506638939990807
0.6,0.18344538920009654,0.0925967627998034
0.7,0.24561077720009053,0.07727250419975462
0.8,0.3154256355999678,0.05706167439966521
0.9,0.40431815259980797,0.03122984120000183
