,train,test
0.1,0.017743777800114914,0.004630571599864197
0.2,0.3595535157998711,0.02040039680005066
0.3,0.4679702464000911,0.017044325599999865
0.4,0.6168192852000175,0.014536229000077583
0.5,0.7174909860001207,0.012336178200075664
0.6,0.9359021979998943,0.008667829599926336
0.7,1.1029695675999391,0.00846542680001221
0.8,1.2383551812001314,0.005794067999886465
0.9,1.4045025714000077,0.00350783779995254
