param_SVM__max_iter,train acc,test acc
1,0.5,0.5000000000000001
2,0.5,0.5000000000000001
4,0.5,0.5000000000000001
8,0.5,0.5000000000000001
16,0.5223350253807106,0.5194473594579916
32,0.5048106396745166,0.5035382894700506
64,0.54467141821783,0.5330976775013118
128,0.6770156487393133,0.6635874918302912
256,0.7378129765855478,0.7232827501772023
512,0.9620152996780719,0.9397179033995194
1024,0.9646403121831009,0.9376881334401149
2048,0.965452221432936,0.9410894939843327
