,0,1,2,3,4
212,0.9648394241417497,0.9502575223637842,0.9502575223637842,0.9502575223637842,0.9502575223637842
222,0.9664141414141415,0.9382268041237112,0.9382268041237112,0.9382268041237112,0.9382268041237112
233,0.9640764724020969,0.9362370902559498,0.9362370902559498,0.9362370902559498,0.9362370902559498
244,0.9620567375886523,0.9271260596117037,0.9271260596117037,0.9271260596117037,0.9271260596117037
254,0.9670129870129873,0.9299873737373737,0.9299873737373737,0.9299873737373737,0.9299873737373737
265,0.9669811320754716,0.9285507246376811,0.9285507246376811,0.9285507246376811,0.9285507246376811
275,0.9634409196418704,0.9247311827956988,0.9247311827956988,0.9247311827956988,0.9247311827956988
286,0.956369183829138,0.9276023741832509,0.9276023741832509,0.9276023741832509,0.9276023741832509
297,0.9581611570247933,0.9302686428902268,0.9302686428902268,0.9302686428902268,0.9302686428902268
307,0.9584100675260896,0.9268520124913255,0.9268520124913255,0.9268520124913255,0.9268520124913255
318,0.9597790507364976,0.9229508196721313,0.9229508196721313,0.9229508196721313,0.9229508196721313
328,0.958530032623297,0.9289181029541026,0.9289181029541026,0.9289181029541026,0.9289181029541026
339,0.9573201438848921,0.9302387931650821,0.9302387931650821,0.9302387931650821,0.9302387931650821
350,0.9562008040268909,0.9266666666666667,0.9266666666666667,0.9266666666666667,0.9266666666666667
360,0.957335808475227,0.9198269079464987,0.9198269079464987,0.9198269079464987,0.9198269079464987
371,0.9587088440278781,0.910470971563981,0.910470971563981,0.910470971563981,0.910470971563981
381,0.954504172106488,0.9049551834939963,0.9049551834939963,0.9049551834939963,0.9049551834939963
392,0.9589640902416234,0.9152625573805291,0.9152625573805291,0.9152625573805291,0.9152625573805291
403,0.9571005917159763,0.9198621553884712,0.9198621553884712,0.9198621553884712,0.9198621553884712
413,0.9603950901419256,0.9175022680609273,0.9175022680609273,0.9175022680609273,0.9175022680609273
424,0.9607348293658914,0.9195350104441012,0.9195350104441012,0.9195350104441012,0.9195350104441012
625,0.951941970818178,0.9144291787965735,0.9144291787965735,0.9144291787965735,0.9144291787965735
826,0.9505560216339717,0.9161534845807376,0.9161534845807376,0.9161534845807376,0.9161534845807376
1027,0.9396134431863511,0.9238086484996095,0.9238086484996095,0.9238086484996095,0.9238086484996095
1228,0.9356602683788465,0.9235671014278617,0.9278100775193796,0.9278100775193796,0.9278100775193796
1429,0.9370434699850105,0.9282493300350444,0.9259538272667847,0.9259538272667847,0.9259538272667847
1630,0.9342441095489875,0.9248449721010694,0.9288639862190294,0.9288639862190294,0.9288639862190294
1831,0.9374768685942637,0.9274277215511301,0.9277955078455549,0.9277955078455549,0.9277955078455549
2032,0.9362398510505415,0.9278172540978777,0.929281507656066,0.929281507656066,0.929281507656066
2233,0.9346853442665627,0.9277560262276523,0.9282395396009246,0.9304472945722453,0.9304472945722453
2434,0.9306857817692457,0.9271043203617909,0.9263118044033544,0.9325673970363431,0.9325673970363431
2635,0.9294349268562223,0.9242462016004719,0.9243910446608214,0.9297258963233348,0.9297258963233348
2836,0.9302428267223065,0.9248252622644799,0.9250493206257466,0.9321347180327274,0.9321347180327274
3037,0.9310825010591512,0.9236809933209611,0.9252743444051709,0.9318970084522312,0.9318970084522312
3238,0.9299376440418755,0.9243815388813434,0.9254005500877537,0.9317161714636553,0.9311639067704786
3439,0.9297969145495009,0.9246032702113116,0.9253191839409537,0.9315493543353052,0.9286479791958786
3640,0.9295372310036183,0.9231877004640783,0.9245140332138252,0.9290829045368553,0.9273973098106228
3841,0.9276200077924993,0.9231199219429299,0.9253782884237359,0.9285086333849165,0.9277906218262585
4042,0.9257309658466844,0.9204577267637177,0.9222191116088092,0.9252986188876445,0.9270906151993585
4244,0.9269355041941174,0.9240320662130582,0.9226434782373931,0.9266254319932739,0.9269899557187602
