,train,test
0.1,0.007713364200026262,0.005211684600089939
0.2,0.012395840999943175,0.004015042999981233
0.3,0.019309892600085733,0.003983448000053613
0.4,0.027909737000027236,0.0029525357999773405
0.5,0.040051764200143225,0.00274674860002051
0.6,0.04276522579984885,0.001251227600096172
0.7,0.05225021000005654,0.001245656399805739
0.8,0.05531177540005956,0.0006837249999989581
0.9,0.06949552800015227,0.00048498980013391704
