,train,test
0.1,0.23369491899998138,0.015649935400028882
0.2,0.44779728740002156,0.013387542399982522
0.3,0.5614053919999605,0.011592226399989159
0.4,0.6005184180000015,0.01039995599996928
0.5,1.4278198898000027,0.008517049999977645
0.6,1.3004948279999553,0.007284087799985173
0.7,1.5133694532000164,0.005131923199951416
0.8,1.7047923877999893,0.003739789200017185
0.9,1.5806685272000323,0.0019267718000264722
