,train,test
0.1,0.0016466526000385785,0.10681147479999709
0.2,0.008099692000041615,0.21576509999990776
0.3,0.015333920200009742,0.23357079799998245
0.4,0.0289432585999748,0.2292887531999895
0.5,0.039401819799968506,0.22449259279997022
0.6,0.040061073199967726,0.22725379820003583
0.7,0.07341924300008032,0.21992732499998055
0.8,0.056240216999958646,0.12646989419999954
0.9,0.062008967199972176,0.10619749740008047
