mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.013400745391845704,0.000801289373757411,0.0027982234954833985,0.0004007351676472067,1,{'SVM__max_iter': 1},0.6682671063834374,0.6808132627713576,0.6782751917053678,0.7009756273175648,0.6162796558303631,0.668922045344698,0.02838029564723573,10,0.6802583972351226,0.6812420221450411,0.6800245981050147,0.6761459775419166,0.6017687562237388,0.6638879502501668,0.03110819907802241
0.012799882888793945,0.0007490049434978384,0.0029999732971191405,0.0006311288156755332,2,{'SVM__max_iter': 2},0.5734100682207637,0.5761331317276883,0.5889908917449688,0.6070255967167081,0.6410591496561904,0.5973192606966803,0.024888588049352643,11,0.595928736004608,0.567120915270795,0.5905552317187369,0.5881628872211293,0.6382270473908198,0.5959989635212178,0.023273143224215025
0.014198541641235352,0.0007487121468704243,0.0033998966217041017,0.0004900391096542442,4,{'SVM__max_iter': 4},0.5086165087781693,0.6118245310868705,0.5351639845915686,0.5383050725420312,0.6434460164884617,0.5674601305915176,0.05118296511104177,12,0.5301962954962739,0.6076551650623251,0.5339289906815955,0.5337232193697596,0.6386382526844723,0.5688283846588853,0.04543944364376327
0.01600031852722168,0.0006326363278101982,0.003399658203125,0.0004900382976695396,8,{'SVM__max_iter': 8},0.69459083707847,0.6776307736616626,0.6361756129171617,0.6586582424307881,0.7095924685891205,0.6753332170240466,0.025926510554841905,9,0.7258604240918746,0.6692182309334327,0.6640365045053797,0.6762640430487078,0.7228550533386227,0.6916468511836035,0.02700564936834963
0.022200965881347658,0.0007494376452761725,0.005000066757202148,0.001096456529981092,16,{'SVM__max_iter': 16},0.7009279317145721,0.841087950462613,0.7584134355761961,0.7345987687655254,0.7463818986931634,0.7562715646893555,0.046539629574375144,7,0.6905218346113692,0.8166021017009529,0.7567472750481031,0.7436339078738224,0.7426276524259426,0.750026554332038,0.04028372609778071
0.034798479080200194,0.004833344170631066,0.006202030181884766,0.00039959211052770184,32,{'SVM__max_iter': 32},0.7762402060633494,0.693771825611117,0.7478255391150952,0.7964323001044029,0.7565845843683623,0.7541750503655092,0.03454432554085134,8,0.7800936926233933,0.6594424069711272,0.7585651465226672,0.7912723278739844,0.7473924389500132,0.7473532025882371,0.04659366151296008
0.05399932861328125,0.006693564745393035,0.009799909591674805,0.0004013583823308332,64,{'SVM__max_iter': 64},0.7831269466627867,0.7655416351657847,0.7990639737912661,0.7100802822479029,0.7588238470677179,0.7633310685381048,0.030096779920091146,6,0.8143680023040646,0.736242332488659,0.7910652072420706,0.7100608003626973,0.7640015571153697,0.7631475799025723,0.03727131166099084
0.09640011787414551,0.008090908111484177,0.01959981918334961,0.0027988163921866113,128,{'SVM__max_iter': 128},0.8293780378716846,0.8492547791338156,0.771597004716132,0.8083702343665623,0.7867336285415992,0.8090705649133213,0.028037507773983374,5,0.8544636749828994,0.8482079005389185,0.7755159799976791,0.8075970768329839,0.7807641604395545,0.8133097585584071,0.0329598104911822
0.1757988452911377,0.016666082990874173,0.032601118087768555,0.0004902715974519038,256,{'SVM__max_iter': 256},0.9138780217056268,0.904741332757317,0.9212351945854484,0.9109569067933903,0.9137631853691903,0.9129151097524592,0.005319579596177073,4,0.9436381718688123,0.9160108971089469,0.9409004552605941,0.9397828809063113,0.9310568279643888,0.9342778466218107,0.010058195087416486
0.33099942207336425,0.03576682497922214,0.05840158462524414,0.008546005276401062,512,{'SVM__max_iter': 512},0.9321402782717406,0.9566763869388344,0.9486013608381034,0.9400907225402312,0.9326691147352126,0.9420337077393829,0.009454108870830188,2,0.9558785145984087,0.9483119331169025,0.9534966955151298,0.954354188424453,0.9525477861705487,0.9529178235650886,0.0025501012776983066
0.4179992198944092,0.028663542819914834,0.06820211410522461,0.004020078800098479,1024,{'SVM__max_iter': 1024},0.9321402782717406,0.9575224106274975,0.9490369730352449,0.9373348453756705,0.9337329445224467,0.9419516409107916,0.009775234789965554,3,0.9564585808402636,0.9498467847051871,0.9556232239574477,0.9557318442236957,0.9527049819595906,0.954073083137237,0.002472986998130111
0.4139986515045166,0.023657642886938855,0.062199068069458005,0.004706998556754261,2048,{'SVM__max_iter': 2048},0.9321402782717406,0.9575224106274975,0.9490369730352449,0.9373348453756705,0.9347967743096807,0.9421643667691135,0.0096041453823731,1,0.9565130323649061,0.9494237728608556,0.9556232239574477,0.9557318442236957,0.9527049819595906,0.9539993710732991,0.002629387634964845
