,train,test
0.1,0.07497767019999628,0.022359610000012253
0.2,0.061457544199993205,0.0121908295999674
0.3,0.10032063520006887,0.011657037000031779
0.4,0.1477882958000009,0.01162149319998207
0.5,0.17745399700002054,0.009462628599976597
0.6,0.2696087180000177,0.010132037599987598
0.7,0.20908857239996906,0.005884196999977576
0.8,0.31841364479996626,0.005529252200039992
0.9,0.33778249479992156,0.0033997250000084023
