,train,test
0.1,0.011003214000265871,0.06998192840001138
0.2,0.03176779460009129,0.09327632679996896
0.3,0.06563309819994174,0.10892181919989526
0.4,0.10766473840030813,0.11351162880000629
0.5,0.16071003039978676,0.10742150279984344
0.6,0.22905884639985744,0.1011586658001761
0.7,0.30540587140003483,0.08465179920003721
0.8,0.38166368399997735,0.06174408080005378
0.9,0.46608063999974547,0.03367213999990781
