mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,param_MLP__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.3349480152130127,0.5193039401870858,0.0,0.0,relu,0.0001,"(114, 114, 114)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 0.0001, 'MLP__hidden_layer_sizes': (114, 114, 114), 'MLP__learning_rate_init': 0.128}",0.7104298747487242,0.9174037420751509,0.9087830524199785,0.878421215401268,0.9086902736972322,0.8647456316684707,0.07828624017696914,2799,0.7101283438997987,0.9487648832534404,0.9166073913715787,0.8831200711303541,0.9016429565486312,0.8720527292407606,0.08377045620925958
0.19687271118164062,0.018750667674487572,0.003124713897705078,0.006249427795410156,relu,3.1622776601683795e-05,"(57,)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 1e-06}",0.5325653316839337,0.5147131591155095,0.5041982372042677,0.5292871501468995,0.5412633369413947,0.524405443018401,0.013242922404894043,2943,0.5177091387041903,0.5276905829596411,0.5280558991804546,0.5367655017782588,0.5176028297510437,0.5255647904747177,0.007228895258380018
0.7093748092651367,0.12046388787392985,0.009375381469726562,0.0076549669273010485,relu,3.1622776601683795e-05,"(57,)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.001}",0.9105071903510129,0.8921447348074841,0.8955079635070357,0.908009896397093,0.9326658419669088,0.9077671254059069,0.014295867364487519,2532,0.9277949590227306,0.9223422761713312,0.9141951445801761,0.9086554816762021,0.9108106540899953,0.916759703108087,0.007219259585136087
0.5531237125396729,0.17527813607434675,0.003125429153442383,0.006250858306884766,relu,3.1622776601683795e-05,"(57,)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.002}",0.9208520179372198,0.8932658110406682,0.9257692902427709,0.9068888201639091,0.9413715787845988,0.9176295036338333,0.016427286173403794,1839,0.9351225452296271,0.9190660275243543,0.9425583732797278,0.9039353641564867,0.9399934281738053,0.9281351476728001,0.014596920500361623
0.5001215457916259,0.11909076424330677,0.0,0.0,relu,3.1622776601683795e-05,"(57,)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.004}",0.933353950827277,0.8990412865316221,0.9309417040358743,0.9332689036647595,0.9418895933199319,0.9276990876758928,0.014806450655891899,710,0.9451233183856501,0.9227945724447193,0.9479685325498686,0.9505547394464203,0.9483783052419976,0.9429638936137312,0.010231791987539538
0.3659904956817627,0.11941446595870961,0.0,0.0,relu,3.1622776601683795e-05,"(57,)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.008}",0.9361991649914955,0.9024895623936912,0.9251662285449204,0.9269754136384722,0.9412865316220814,0.9264233802381321,0.013350595825445411,839,0.9491108705736815,0.9208114272460183,0.9429256223905985,0.9403606772846761,0.9567844441008194,0.9419986083191587,0.012013692430953578
0.2754868507385254,0.027146758042295025,0.0,0.0,relu,3.1622776601683795e-05,"(57,)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.016}",0.9276635224988403,0.9235271377764033,0.9190428328436677,0.9373202412246792,0.9408535642492655,0.9296814597185712,0.008225509510259651,514,0.9444332766352248,0.9436581877222823,0.9404669862378227,0.9415880624710067,0.9402736972321012,0.9420840420596874,0.0016813715434816517
0.2968719482421875,0.03952571892587326,0.0062506675720214845,0.00765547308873303,relu,3.1622776601683795e-05,"(57,)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.032}",0.9333539508272771,0.9189577856811506,0.9194758002164835,0.9368022266893459,0.9410236585743003,0.9299226843977114,0.009074135904677337,500,0.9519773465285293,0.9368254213700326,0.9507499613421987,0.9461999381475182,0.9417156332147825,0.9454936601206123,0.0056493817530376645
0.234373140335083,0.02614491372227545,0.006249523162841797,0.007654071776528614,relu,3.1622776601683795e-05,"(57,)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.064}",0.9219730941704036,0.9265424462656565,0.8988711922065873,0.9412865316220812,0.9345600742229783,0.9246466676975413,0.014493293683182494,951,0.9387853718880467,0.9431169785062624,0.9420867481057678,0.9391738827895469,0.9443675583732795,0.9415061079325806,0.0021891379299748552
0.21249957084655763,0.05466552020930868,0.0062504768371582035,0.007655239463427198,relu,3.1622776601683795e-05,"(57,)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (57,), 'MLP__learning_rate_init': 0.128}",0.9278336168238752,0.9265424462656565,0.9075769290242771,0.9062007113035411,0.9254213700324725,0.9187150146899645,0.00969595310913091,1702,0.9468029998453685,0.941501082418432,0.9202508891294263,0.9152524354414721,0.9441530075769289,0.9335920828823255,0.013137304518650948
0.15312566757202148,0.011692985318503995,0.0,0.0,relu,3.1622776601683795e-05,"(28,)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 1e-06}",0.5346296582650379,0.5765347147054275,0.5567032627184165,0.5419591773619916,0.5769599505180145,0.5573573527137776,0.01735576438233191,2859,0.5671775939384566,0.5543953919901035,0.5604955930106694,0.5617674346683159,0.5511210762331836,0.5589914179681458,0.005657703104811974
0.39652466773986816,0.07328811226699733,0.0,0.0,relu,3.1622776601683795e-05,"(28,)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 0.001}",0.8972321014380703,0.8898175351785992,0.9098190814906447,0.9194758002164837,0.9264573991031391,0.9085603834853874,0.013569511029501564,2505,0.9150784753363226,0.9150572135456935,0.9179662130817998,0.9157685170867481,0.8961980052574607,0.912013684861605,0.007979011042690975
0.28791446685791017,0.03998497407770502,0.0031250476837158202,0.006250095367431641,relu,3.1622776601683795e-05,"(28,)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795e-05, 'MLP__hidden_layer_sizes': (28,), 'MLP__learning_rate_init': 0.002}",0.8972321014380702,0.8926627493428176,0.9098190814906447,0.9309417040358745,0.9338719653626101,0.9129055203340034,0.016910633824242117,2246,0.9206819236121847,0.9150359517550641,0.9189790474717798,0.929561620535024,0.919560847379001,0.9207638781506107,0.0047926825889308714
