param_SVM__max_iter,train acc,test acc
1,0.4999999999999999,0.5
2,0.5002242152466366,0.5
4,0.4998793876604298,0.5
8,0.4998793876604298,0.5
16,0.47433585897634134,0.4772801327053525
32,0.43389979897943387,0.4488506768565419
64,0.4999999999999999,0.5
128,0.5735534250811812,0.5619168221807517
256,0.758602133910623,0.7520661157024793
512,0.9525282201948353,0.9362762522586568
1024,0.9539075305396629,0.9336547291092745
2048,0.9532008659347456,0.935861548031636
