,train,test
0.1,0.002227625000068656,0.11155008839996298
0.2,0.005344833600065613,0.1114744165999582
0.3,0.006547187999967718,0.10789203579997775
0.4,0.008009281000158807,0.14788110480003525
0.5,0.013925354200091533,0.14792511119994742
0.6,0.014108574599868006,0.10538922799996726
0.7,0.016905112599943095,0.1057205473999602
0.8,0.017896884200035858,0.10619587519995548
0.9,0.024606064399904426,0.1060245739999118
