,0,1,2,3,4
147,0.9792294446835986,0.9848453608247423,0.9848453608247423,0.9848453608247423,0.9848453608247423
154,0.9754323899371069,0.9857407407407405,0.9857407407407405,0.9857407407407405,0.9857407407407405
161,0.9765597147950087,0.9771012006861064,0.9771012006861064,0.9771012006861064,0.9771012006861064
169,0.9778352130325815,0.9823703013358186,0.9823703013358186,0.9823703013358186,0.9823703013358186
176,0.978735632183908,0.9745038389106185,0.9745038389106185,0.9745038389106185,0.9745038389106185
184,0.979608156737305,0.9632147141143542,0.9632147141143542,0.9632147141143542,0.9632147141143542
191,0.9764316079019754,0.9644717261904763,0.9644717261904763,0.9644717261904763,0.9644717261904763
198,0.9809934701492536,0.9657182835820894,0.9657182835820894,0.9657182835820894,0.9657182835820894
206,0.9817459465263609,0.9594155844155843,0.9594155844155843,0.9594155844155843,0.9594155844155843
213,0.9859154929577465,0.9606997971602435,0.9606997971602435,0.9606997971602435,0.9606997971602435
220,0.9862987987987989,0.9654504206446733,0.9654504206446733,0.9654504206446733,0.9654504206446733
228,0.9769736842105263,0.9537254901960786,0.9537254901960786,0.9537254901960786,0.9537254901960786
235,0.9778225806451613,0.9520251510697371,0.9520251510697371,0.9520251510697371,0.9520251510697371
242,0.9784298780487803,0.9629246223449122,0.9629246223449122,0.9629246223449122,0.9629246223449122
250,0.9703630175836642,0.9614973262032088,0.9614973262032088,0.9614973262032088,0.9614973262032088
257,0.9711202259279185,0.9570291599785982,0.9570291599785982,0.9570291599785982,0.9570291599785982
264,0.9720677451971688,0.9578544061302683,0.9578544061302683,0.9578544061302683,0.9578544061302683
272,0.9709711470795216,0.9562801932367149,0.9562801932367149,0.9562801932367149,0.9562801932367149
279,0.9689620647458003,0.954571592869465,0.954571592869465,0.954571592869465,0.954571592869465
287,0.9652014652014651,0.9561602418745274,0.9561602418745274,0.9561602418745274,0.9561602418745274
294,0.9584002408671218,0.9599343354024521,0.9599343354024521,0.9599343354024521,0.9599343354024521
433,0.9268117984124747,0.9545033786911042,0.9545033786911042,0.9545033786911042,0.9545033786911042
573,0.9202902409798962,0.9470189736733854,0.9470189736733854,0.9470189736733854,0.9470189736733854
712,0.9255548874982006,0.9347829730182672,0.9347829730182672,0.9347829730182672,0.9347829730182672
852,0.9216309801427461,0.9372835841989964,0.938692480359147,0.938692480359147,0.938692480359147
991,0.9214539007092198,0.9311343193219167,0.9290137842340128,0.9290137842340128,0.9290137842340128
1131,0.9233292746679727,0.9304925984502075,0.9199799316483867,0.9199799316483867,0.9199799316483867
1270,0.9262297252565376,0.9310691823899371,0.9199881463920581,0.9199881463920581,0.9199881463920581
1410,0.9245995561137587,0.9353934759045472,0.9234187954026124,0.9234187954026124,0.9234187954026124
1549,0.9220315495872894,0.9383884618247158,0.922550760386874,0.925172207247679,0.925172207247679
1688,0.9217376886088542,0.9365599166212661,0.9240383021057866,0.9229414068561888,0.9229414068561888
1828,0.9237773911200219,0.9315889152315258,0.926867428682463,0.9220263317191284,0.9220263317191284
1967,0.9210479873547873,0.9223293893774073,0.9246926937065513,0.9231676729331447,0.9231676729331447
2107,0.9194928621000165,0.9207413015507032,0.921465415550623,0.9256767478630272,0.9256767478630272
2246,0.9228770748943658,0.9227922653715159,0.9259285383204693,0.9257058607324246,0.9251421616619503
2386,0.9238430285515334,0.9221378499903122,0.9247286524189854,0.9254093876129951,0.9222809256895497
2525,0.9233698034679638,0.9210072332873828,0.925450793047171,0.9236457722636836,0.9279992130267837
2665,0.9224624633156824,0.9236924756158054,0.9246149848408975,0.9248425785509057,0.9235579627667229
2804,0.9268427230046947,0.9258013230900555,0.9259336320956039,0.9251280409731116,0.9224708868920499
2944,0.9286956857893921,0.9279631204577082,0.9266912788000619,0.9304855419823719,0.9249671408690272
