mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2500002861022949,0.037377818567655506,0.00960087776184082,0.0004896882208465656,1,{'MLP__max_iter': 1},0.9094808539989437,0.9299888396875112,0.916133851747849,0.9245940886344817,0.9191075350109803,0.9198590775061499,0.0070318840869000405,22,0.9284767973503257,0.9186552271310486,0.9180861513883152,0.9323602711593629,0.9341437349719477,0.9263444364002,0.006765936739354935
0.36660041809082033,0.01605752322159096,0.007201051712036133,0.0017207672587514367,2,{'MLP__max_iter': 2},0.9141259012577192,0.9415649638189869,0.9456780789862116,0.9237732656514384,0.930298448356554,0.9310849348123809,0.011529306497004023,21,0.9418079706231774,0.9352984156283649,0.9416408946531841,0.9467770815286178,0.9376135115515293,0.9406275747969746,0.00394261586188541
0.5929996967315674,0.028635779768951902,0.006400632858276367,0.0007996929685575313,4,{'MLP__max_iter': 4},0.9353411577052818,0.9516254455124743,0.954188717284084,0.9386920833783347,0.9424865896245094,0.944465078828906,0.007298439335638421,20,0.962261493321813,0.9564179734831618,0.962265926699536,0.9609054747312828,0.959747758104691,0.960319725268097,0.002165736782115931
1.0788007259368897,0.022989511074919693,0.006399345397949219,0.0004899240031987992,8,{'MLP__max_iter': 8},0.9448791317749252,0.9617777297764337,0.9498577960182886,0.9400907225402312,0.9456528782805919,0.9484509783799594,0.007348794369082037,19,0.9753645102062859,0.9708290492420869,0.9682822075955925,0.9752649389972395,0.9786777068035419,0.9736836825689494,0.0036767021857304653
2.1576003074645995,0.023904761010501003,0.006200361251831055,0.00039944678626812637,16,{'MLP__max_iter': 16},0.9550799142121202,0.9694423443856428,0.9522788638081866,0.9399233178528998,0.9520106562983763,0.9537472705166657,0.009426589197935707,1,0.9882267703495696,0.9840483380424606,0.9864292133194082,0.9796009790666483,0.9814387530123571,0.9839488107580887,0.003151738285990107
2.432000970840454,0.42577684188956905,0.005999135971069336,1.0810646103624948e-06,32,{'MLP__max_iter': 32},0.9485111060816709,0.9694423443856428,0.9428465997047918,0.9399233178528998,0.9520106562983763,0.9505464212048982,0.010347782030658868,2,0.9826961154912337,0.9840483380424606,0.9738528755360173,0.9796009790666483,0.9814387530123571,0.9803274122297434,0.0035535461983402013
2.4896013736724854,0.42342256305645254,0.005799007415771484,0.0003991026290297096,64,{'MLP__max_iter': 64},0.9485111060816709,0.9694423443856428,0.9428465997047918,0.9399233178528998,0.9520106562983763,0.9505464212048982,0.010347782030658868,2,0.9826961154912337,0.9840483380424606,0.9738528755360173,0.9796009790666483,0.9814387530123571,0.9803274122297434,0.0035535461983402013
2.44840145111084,0.429898122615192,0.005999326705932617,2.2818538883219527e-06,128,{'MLP__max_iter': 128},0.9485111060816709,0.9694423443856428,0.9428465997047918,0.9399233178528998,0.9520106562983763,0.9505464212048982,0.010347782030658868,2,0.9826961154912337,0.9840483380424606,0.9738528755360173,0.9796009790666483,0.9814387530123571,0.9803274122297434,0.0035535461983402013
2.401402711868286,0.39919137851745073,0.005797100067138672,0.00039947089206880177,256,{'MLP__max_iter': 256},0.9485111060816709,0.9694423443856428,0.9428465997047918,0.9399233178528998,0.9520106562983763,0.9505464212048982,0.010347782030658868,2,0.9826961154912337,0.9840483380424606,0.9738528755360173,0.9796009790666483,0.9814387530123571,0.9803274122297434,0.0035535461983402013
2.398401212692261,0.39975656077401117,0.00639958381652832,0.0004903109792907751,512,{'MLP__max_iter': 512},0.9485111060816709,0.9694423443856428,0.9428465997047918,0.9399233178528998,0.9520106562983763,0.9505464212048982,0.010347782030658868,2,0.9826961154912337,0.9840483380424606,0.9738528755360173,0.9796009790666483,0.9814387530123571,0.9803274122297434,0.0035535461983402013
2.422600030899048,0.4160492025587156,0.0062007904052734375,0.0003997098393401168,1024,{'MLP__max_iter': 1024},0.9485111060816709,0.9694423443856428,0.9428465997047918,0.9399233178528998,0.9520106562983763,0.9505464212048982,0.010347782030658868,2,0.9826961154912337,0.9840483380424606,0.9738528755360173,0.9796009790666483,0.9814387530123571,0.9803274122297434,0.0035535461983402013
2.3973996162414553,0.3984356058509132,0.0057999610900878905,0.0007475512317128176,2048,{'MLP__max_iter': 2048},0.9485111060816709,0.9694423443856428,0.9428465997047918,0.9399233178528998,0.9520106562983763,0.9505464212048982,0.010347782030658868,2,0.9826961154912337,0.9840483380424606,0.9738528755360173,0.9796009790666483,0.9814387530123571,0.9803274122297434,0.0035535461983402013
2.4097991466522215,0.4464067154972763,0.0056002140045166016,0.0007998347295735097,2100,{'MLP__max_iter': 2100},0.9485111060816709,0.9694423443856428,0.9428465997047918,0.9399233178528998,0.9520106562983763,0.9505464212048982,0.010347782030658868,2,0.9826961154912337,0.9840483380424606,0.9738528755360173,0.9796009790666483,0.9814387530123571,0.9803274122297434,0.0035535461983402013
2.405999851226807,0.41325868158099127,0.006201171875,0.0007486086980717369,2200,{'MLP__max_iter': 2200},0.9485111060816709,0.9694423443856428,0.9428465997047918,0.9399233178528998,0.9520106562983763,0.9505464212048982,0.010347782030658868,2,0.9826961154912337,0.9840483380424606,0.9738528755360173,0.9796009790666483,0.9814387530123571,0.9803274122297434,0.0035535461983402013
