mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.02760038375854492,0.0023322936596796807,0.0017992019653320312,0.00040059252844079553,1,{'Boost__n_estimators': 1},0.9550960802698653,0.95563775785722,0.9461136911833532,0.9507542211181914,0.9435252187061238,0.9502263117851947,0.004797833554285754,12,0.9922098318752925,0.9919998812598334,0.9928944804712904,0.9934261125818701,0.9941206750918213,0.9929301962560215,0.000780878903693129
0.04300045967102051,0.003033166361982583,0.002399730682373047,0.0007997518929948388,2,{'Boost__n_estimators': 2},0.9421416793300785,0.9556629585628398,0.9461136911833532,0.9507542211181914,0.9398981171472802,0.946913234023543,0.005725736435651549,13,0.9861535622997445,0.9845141907992565,0.9928944804712904,0.9934261125818701,0.9881641016091992,0.9890304895522721,0.0035686473782461634
0.09399995803833008,0.0060340133590733955,0.008599853515625,0.011253780839500667,5,{'Boost__n_estimators': 5},0.9561414853373856,0.9609569067933903,0.9571371998415956,0.9602782877920581,0.9489865716240055,0.9566999849997112,0.00426400319447364,8,0.9922098318752925,0.9919998812598334,0.9924114238835049,0.9930516762603325,0.9935775737605822,0.9926500774079091,0.0005822469900586124
0.16839938163757323,0.004588090046158051,0.004199457168579101,0.0009797743138461024,10,{'Boost__n_estimators': 10},0.9569875090260489,0.9601108831047269,0.9562911761529322,0.9562659754473126,0.950486013608381,0.9560284922438995,0.0031119716616125636,11,0.9922098318752925,0.9919998812598334,0.9928944804712904,0.9934261125818701,0.9941206750918213,0.9929301962560215,0.000780878903693129
0.2905993938446045,0.07000969200657751,0.005599880218505859,0.0004911683038646379,20,{'Boost__n_estimators': 20},0.9569875090260489,0.9622385426791951,0.9556629585628398,0.9583936350217807,0.9496399899197178,0.9565846029902737,0.004110067514640898,9,0.9922098318752925,0.9919998812598334,0.9928944804712904,0.9934261125818701,0.9941206750918213,0.9929301962560215,0.000780878903693129
0.3159994602203369,0.09799528919202787,0.006800651550292969,0.0014692567947168498,30,{'Boost__n_estimators': 30},0.9569875090260489,0.9622385426791951,0.9556629585628398,0.9583936350217807,0.9496399899197178,0.9565846029902737,0.004110067514640898,9,0.9922098318752925,0.9919998812598334,0.9928944804712904,0.9934261125818701,0.9941206750918213,0.9929301962560215,0.000780878903693129
0.31780033111572265,0.14054953027619915,0.006200551986694336,0.0014701329761984147,40,{'Boost__n_estimators': 40},0.9569875090260489,0.9641483961550924,0.9556629585628398,0.9583936350217807,0.9496399899197178,0.9569665016970071,0.0046684733516955835,1,0.9922098318752925,0.9919998812598334,0.9928944804712904,0.9934261125818701,0.9941206750918213,0.9929301962560215,0.000780878903693129
0.3073996067047119,0.1276093734838733,0.005800199508666992,0.0017196645872613627,50,{'Boost__n_estimators': 50},0.9569875090260489,0.9641483961550924,0.9556629585628398,0.9583936350217807,0.9496399899197178,0.9569665016970071,0.0046684733516955835,1,0.9922098318752925,0.9919998812598334,0.9928944804712904,0.9934261125818701,0.9941206750918213,0.9929301962560215,0.000780878903693129
0.3114002704620361,0.1379878188555587,0.006800031661987305,0.002134863502309918,60,{'Boost__n_estimators': 60},0.9569875090260489,0.9641483961550924,0.9556629585628398,0.9583936350217807,0.9496399899197178,0.9569665016970071,0.0046684733516955835,1,0.9922098318752925,0.9919998812598334,0.9928944804712904,0.9934261125818701,0.9941206750918213,0.9929301962560215,0.000780878903693129
0.31619815826416015,0.14648614029255272,0.006000709533691406,0.002097556695041711,70,{'Boost__n_estimators': 70},0.9569875090260489,0.9641483961550924,0.9556629585628398,0.9583936350217807,0.9496399899197178,0.9569665016970071,0.0046684733516955835,1,0.9922098318752925,0.9919998812598334,0.9928944804712904,0.9934261125818701,0.9941206750918213,0.9929301962560215,0.000780878903693129
0.3167999744415283,0.1205139216986123,0.006000661849975586,0.0020979888233586133,80,{'Boost__n_estimators': 80},0.9569875090260489,0.9641483961550924,0.9556629585628398,0.9583936350217807,0.9496399899197178,0.9569665016970071,0.0046684733516955835,1,0.9922098318752925,0.9919998812598334,0.9928944804712904,0.9934261125818701,0.9941206750918213,0.9929301962560215,0.000780878903693129
0.32919988632202146,0.1249333221021516,0.009999895095825195,0.007238226955364939,90,{'Boost__n_estimators': 90},0.9569875090260489,0.9641483961550924,0.9556629585628398,0.9583936350217807,0.9496399899197178,0.9569665016970071,0.0046684733516955835,1,0.9922098318752925,0.9919998812598334,0.9928944804712904,0.9934261125818701,0.9941206750918213,0.9929301962560215,0.000780878903693129
0.2938058853149414,0.0939937812906002,0.005000638961791992,0.0010979798896731427,100,{'Boost__n_estimators': 100},0.9569875090260489,0.9641483961550924,0.9556629585628398,0.9583936350217807,0.9496399899197178,0.9569665016970071,0.0046684733516955835,1,0.9922098318752925,0.9919998812598334,0.9928944804712904,0.9934261125818701,0.9941206750918213,0.9929301962560215,0.000780878903693129
