,train,test
0.1,0.002090245399995183,0.0027748165999128107
0.2,0.00344316760001675,0.0026420210000196675
0.3,0.0044978468000863355,0.0022537187999660093
0.4,0.005916637599966634,0.0011512960000345629
0.5,0.007652008600007321,0.0016387541999392853
0.6,0.008917905600037556,0.001360327199972744
0.7,0.012298942000006719,0.0011273883999365353
0.8,0.013516106600036437,0.0009660308000093209
0.9,0.015619963000017379,0.00066849199997705
