,train,test
0.1,0.2675181906000489,0.010194521199991868
0.2,0.25373437680000277,0.008702738399961163
0.3,0.34803054359995256,0.007996445600019797
0.4,0.31934871559992645,0.00650741300005393
0.5,0.2743004336000013,0.00568807139989076
0.6,0.483682312800056,0.0041981926000516975
0.7,0.45095800859999147,0.0028456925998852967
0.8,0.5793158874000255,0.0021062541999981475
0.9,0.7597895580000114,0.001242623799953435
